0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.323719,-0.134315,-0.0702991,-0.0507885,-0.0476479,-0.0617373,-0.0765665,-0.0828105,-0.110723,-0.128565,-0.117373,-0.11048,-0.110378,-0.107637,-0.102867,-0.0889465,-0.0773004,-0.0804495,-0.0833106,-0.08798,-0.0891415,-0.0830418,-0.0737756,-0.0482572,-0.0271187,-0.024924,-0.0161053,-0.00853039,-0.0056275,-0.00484333,-0.00055315,-0.00272066,-0.00801231,-0.00895119,-0.00540696,-0.00119898,-0.00291727,-0.00861597,-0.0177645,-0.0256086,-0.0266497,-0.034491,-0.0459042,-0.0503136,-0.0566011,-0.0676896,-0.070704,-0.0639576,-0.0560887,-0.0469503,-0.026805,-0.00497109,0.0204509,0.0242121,0.0165889,0.0170908,0.00982508,0.0130588,0.00500161,0.00141991,-0.000874053,-0.00605448,-0.021172,-0.036511,-0.0500152,-0.0592965,-0.0658913,-0.0687068,-0.0725543,-0.0726213,-0.0652196,-0.0601183,-0.0562424,-0.0490716,-0.0442932,-0.0373652,-0.0311695,-0.0223017,-0.0133227,-0.00192355,0.0052065,0.0116845,0.0167117,0.0207172,0.022018,0.0201624,0.0179529,0.019091,0.0198176,0.0191331,0.0162279,0.00963202,0.00210571,-0.006048,-0.0121399,-0.0161774,-0.018506,-0.0190381,-0.017654,-0.0160218,-0.0139957,-0.0135511,-0.0142954,-0.0112407,-0.00651304,0.000992528,0.00766574,0.0139253,0.0201323,0.0247104,0.0278117,0.0281296,0.0282183,0.0277929,0.025585,0.0229263,0.0198845,0.0159373,0.0112237,0.00661067,0.00498711,0.00803252,0.0136945,0.0202017,0.0190912,0.0182225,0.0141125,0.0151862,0.0176835,0.0234574,0.0385907,0.0488816,0.0563031,0.0618469,0.0690427,0.0704355,0.0690438,0.0642544,0.0591386,0.0553684,0.0525243,0.0474251,0.0410722,0.0339359,0.0260045,0.0159848,0.00666122,-0.0037164,-0.00904375,-0.0107894,-0.0145252,-0.0174263,-0.0203115,-0.0280857,-0.0368311,-0.0422091,-0.0438346,-0.0432669,-0.043138,-0.0422559,-0.0394924,-0.0357237,-0.030107,-0.0247238,-0.0203186,-0.0134185,-0.0045683,0.002488,0.00747013,0.0105044,0.0146156,0.0185017,0.0228152,0.0252551,0.0257317,0.023304,0.0196262,0.01483,0.00920244,0.00537377,0.00297038,0.000407,-0.00163026,-0.00294325,-0.00378275,-0.00504568,-0.0070601,-0.00951188,-0.0108587,-0.0112461,-0.0101952,-0.00939515,-0.00900883,-0.00886344,-0.00851891,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.453173,-0.288659,-0.315933,-0.338702,-0.396851,-0.456319,-0.494973,-0.577967,-0.622957,-0.625149,-0.638722,-0.657972,-0.666947,-0.675057,-0.662048,-0.860355,-1.20592,-1.21174,-1.19065,-1.1739,-1.17986,-1.1375,-1.01064,-0.85764,-0.765196,-0.646339,-0.667167,-0.573278,-0.56359,-0.506061,-0.485727,-0.455171,-0.4556,-0.496841,-0.616565,-0.753361,-0.853883,-0.996868,-1.20146,-1.37834,-1.44398,-1.47017,-1.59182,-1.56527,-1.5732,-1.56909,-1.50116,-1.46127,-1.46141,-1.29983,-1.13418,-0.90603,-0.799619,-0.683435,-0.647322,-0.727499,-0.592424,-0.493441,-0.526664,-0.523586,-0.429049,-0.409212,-0.414493,-0.396333,-0.356505,-0.29521,-0.215214,-0.189126,-0.168862,-0.075825,-0.0586,-0.0777263,-0.0065835,0.0219266,0.0689223,0.074944,0.0979062,0.112004,0.175417,0.192104,0.207267,0.224844,0.244821,0.254738,0.246438,0.235296,0.237899,0.200536,0.16404,0.100879,0.0361931,-0.0346061,-0.0814031,-0.167629,-0.233881,-0.27355,-0.296055,-0.319483,-0.35686,-0.35833,-0.366996,-0.455993,-0.54998,-0.60526,-0.608812,-0.59987,-0.618441,-0.605082,-0.537641,-0.525506,-0.505792,-0.506707,-0.491814,-0.445012,-0.391566,-0.405233,-0.38639,-0.320651,-0.317227,-0.239598,-0.178194,-0.157622,-0.0929382,-0.125617,-0.0657654,-0.0680188,-0.1661,-0.208259,-0.311424,-0.459452,-0.58807,-0.717013,-0.786017,-0.805701,-0.849277,-0.905159,-0.960477,-1.03316,-1.07701,-1.09879,-1.07516,-1.07369,-1.14108,-1.20786,-1.22459,-1.1926,-1.21991,-1.31265,-1.36567,-1.43428,-1.5296,-1.59324,-1.68026,-1.77126,-1.80323,-1.84309,-1.93857,-2.05986,-2.14937,-2.23655,-2.29062,-2.29943,-2.28194,-2.18302,-1.97916,-1.66228,-1.17363,-0.692696,-0.491598,-0.549686,-0.669146,-0.624539,-0.456384,-0.32732,-0.252699,-0.155826,0.0588701,0.292287,0.524709,0.649636,0.746171,0.850286,0.909258,0.913196,0.898067,0.870996,0.782799,0.656947,0.507817,0.385517,0.324565,0.249307,0.199185,0.138349,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-0.289921,-0.151507,-0.191086,-0.223703,-0.301,-0.37574,-0.424181,-0.514837,-0.557465,-0.561632,-0.577687,-0.602836,-0.614214,-0.624317,-0.627,-0.837379,-1.19516,-1.21329,-1.18911,-1.16631,-1.17527,-1.12656,-1.01229,-0.931087,-0.884733,-0.806463,-0.785305,-0.65529,-0.660791,-0.62376,-0.610688,-0.577634,-0.577253,-0.607615,-0.726679,-0.885662,-1.00433,-1.14483,-1.2918,-1.39927,-1.44202,-1.53245,-1.66785,-1.61178,-1.59087,-1.60969,-1.57776,-1.54659,-1.5407,-1.36156,-1.17575,-0.956785,-0.83683,-0.770958,-0.712492,-0.782375,-0.654994,-0.533334,-0.569886,-0.567916,-0.477154,-0.433314,-0.398988,-0.365096,-0.343147,-0.280469,-0.200677,-0.15796,-0.131923,-0.0516942,-0.0472866,-0.0592374,-0.0392996,0.00360052,0.0666624,0.100429,0.12342,0.124223,0.161325,0.163254,0.161652,0.160988,0.16808,0.163876,0.142449,0.126636,0.110658,0.0527513,-0.0149765,-0.0934435,-0.162189,-0.235369,-0.277904,-0.364107,-0.429094,-0.477088,-0.497799,-0.516403,-0.544069,-0.534134,-0.509956,-0.531903,-0.57673,-0.60318,-0.585576,-0.561783,-0.560463,-0.557066,-0.507398,-0.510961,-0.489912,-0.495305,-0.49684,-0.470051,-0.438883,-0.466687,-0.474377,-0.464695,-0.511857,-0.521015,-0.532631,-0.538973,-0.512392,-0.513328,-0.464116,-0.450808,-0.463455,-0.473671,-0.551496,-0.640184,-0.706267,-0.801114,-0.853518,-0.853981,-0.887368,-0.93607,-1.00348,-1.13856,-1.24698,-1.32949,-1.3605,-1.39527,-1.43382,-1.4102,-1.36964,-1.31504,-1.32577,-1.41077,-1.45563,-1.51284,-1.59045,-1.64334,-1.71658,-1.79947,-1.83956,-1.8908,-1.99088,-2.11881,-2.20301,-2.28417,-2.33754,-2.345,-2.32922,-2.23292,-2.03097,-1.70598,-1.20351,-0.705294,-0.494236,-0.574446,-0.719824,-0.692874,-0.541194,-0.432719,-0.386508,-0.361839,-0.284156,-0.203152,-0.0654246,0.0483553,0.175247,0.296478,0.371215,0.395175,0.391817,0.383529,0.331464,0.264459,0.177226,0.102113,0.0794839,0.103864,0.153113,0.116604,0,0,0,0,0,0,0,
